max_epoch=200,batch_size=256,lr=0.001000
e	train_loss	train_acc	valid_loss	valid_acc
119	0.000014	1.000000	0.010091	0.598000
120	0.000013	1.000000	0.010103	0.594000
121	0.000012	1.000000	0.010094	0.600000
122	0.000013	1.000000	0.010152	0.595000
123	0.000013	1.000000	0.010137	0.601000
124	0.000012	1.000000	0.010129	0.592000
125	0.000011	1.000000	0.010166	0.598000
126	0.000011	1.000000	0.010237	0.593000
127	0.000011	1.000000	0.010167	0.592000
128	0.000011	1.000000	0.010265	0.592000
129	0.000012	1.000000	0.010347	0.593000
130	0.000012	1.000000	0.010270	0.599000
131	0.000010	1.000000	0.010297	0.596000
132	0.000010	1.000000	0.010273	0.597000
133	0.000011	1.000000	0.010343	0.597000
134	0.000011	1.000000	0.010364	0.596000
135	0.000009	1.000000	0.010310	0.599000
136	0.000009	1.000000	0.010452	0.587000
137	0.000009	1.000000	0.010372	0.596000
138	0.000009	1.000000	0.010498	0.591000
139	0.000009	1.000000	0.010434	0.601000
140	0.000008	1.000000	0.010439	0.595000
141	0.000008	1.000000	0.010457	0.593000
142	0.000008	1.000000	0.010481	0.600000
143	0.000008	1.000000	0.010485	0.597000
144	0.000008	1.000000	0.010515	0.600000
145	0.000008	1.000000	0.010504	0.601000
146	0.000008	1.000000	0.010476	0.595000
147	0.000008	1.000000	0.010531	0.593000
148	0.000008	1.000000	0.010557	0.597000
149	0.000008	1.000000	0.010613	0.588000
150	0.000007	1.000000	0.010595	0.593000
151	0.000007	1.000000	0.010602	0.596000
152	0.000007	1.000000	0.010615	0.598000
153	0.000007	1.000000	0.010657	0.595000
154	0.000007	1.000000	0.010684	0.592000
155	0.000006	1.000000	0.010621	0.597000
156	0.000007	1.000000	0.010686	0.588000
157	0.000006	1.000000	0.010703	0.590000
158	0.000007	1.000000	0.010717	0.595000
159	0.000006	1.000000	0.010698	0.593000
160	0.000007	1.000000	0.010757	0.597000
161	0.000008	1.000000	0.010824	0.592000
162	0.000007	1.000000	0.010840	0.598000
163	0.000006	1.000000	0.010738	0.590000
164	0.000006	1.000000	0.010748	0.594000
165	0.000006	1.000000	0.010805	0.593000
166	0.000006	1.000000	0.010855	0.591000
167	0.000006	1.000000	0.010830	0.592000
168	0.000006	1.000000	0.010821	0.594000
169	0.000006	1.000000	0.010838	0.593000
170	0.000005	1.000000	0.010871	0.596000
171	0.000005	1.000000	0.010880	0.592000
172	0.000005	1.000000	0.010864	0.591000
173	0.000005	1.000000	0.010976	0.591000
174	0.000005	1.000000	0.010898	0.589000
175	0.000005	1.000000	0.010903	0.593000
176	0.000005	1.000000	0.011004	0.591000
177	0.000005	1.000000	0.010974	0.593000
178	0.000005	1.000000	0.010999	0.601000
179	0.000005	1.000000	0.011053	0.590000
180	0.000005	1.000000	0.011033	0.596000
181	0.000004	1.000000	0.010993	0.590000
182	0.000004	1.000000	0.011019	0.594000
183	0.000004	1.000000	0.011022	0.596000
184	0.000004	1.000000	0.011076	0.599000
185	0.000004	1.000000	0.011093	0.593000
186	0.000004	1.000000	0.011058	0.592000
187	0.000004	1.000000	0.011123	0.597000
188	0.000004	1.000000	0.011070	0.592000
189	0.000004	1.000000	0.011114	0.594000
190	0.000004	1.000000	0.011128	0.597000
191	0.000004	1.000000	0.011094	0.597000
192	0.000004	1.000000	0.011192	0.593000
193	0.000004	1.000000	0.011115	0.593000
194	0.000003	1.000000	0.011194	0.586000
195	0.000004	1.000000	0.011186	0.601000
196	0.000004	1.000000	0.011178	0.593000
197	0.000004	1.000000	0.011254	0.592000
198	0.000004	1.000000	0.011255	0.593000
199	0.000003	1.000000	0.011270	0.591000
200	0.000004	1.000000	0.011300	0.594000
