max_epoch=200,batch_size=128,lr=0.001000
e	train_loss	train_acc	valid_loss	valid_acc
139	0.001327	0.949750	0.022604	0.537000
140	0.001037	0.963250	0.022472	0.543000
141	0.000651	0.975750	0.022772	0.566000
142	0.000591	0.977250	0.022551	0.547000
143	0.000728	0.976500	0.022578	0.542000
144	0.000291	0.990000	0.023080	0.556000
145	0.000621	0.978000	0.023636	0.545000
146	0.000218	0.992750	0.022418	0.573000
147	0.000066	0.998500	0.023886	0.575000
148	0.000052	0.999000	0.024433	0.562000
149	0.000030	0.999250	0.024064	0.582000
150	0.000018	0.999500	0.023692	0.584000
151	0.000006	1.000000	0.023390	0.590000
152	0.000002	1.000000	0.023116	0.591000
153	0.000002	1.000000	0.022937	0.596000
154	0.000003	1.000000	0.023032	0.594000
155	0.000003	1.000000	0.023723	0.593000
156	0.000005	1.000000	0.023480	0.602000
157	0.000249	0.993500	0.025155	0.555000
158	0.000252	0.991000	0.021934	0.564000
159	0.000408	0.985250	0.023677	0.563000
160	0.000725	0.969000	0.024291	0.548000
161	0.000291	0.990250	0.023752	0.563000
162	0.000264	0.989500	0.023836	0.539000
163	0.000224	0.992000	0.023943	0.555000
164	0.000136	0.996500	0.024524	0.557000
165	0.000074	0.997500	0.024046	0.576000
166	0.000033	0.999500	0.022592	0.589000
167	0.000237	0.992000	0.023213	0.586000
168	0.000057	0.998250	0.022789	0.592000
169	0.000017	0.999500	0.022806	0.598000
170	0.000005	1.000000	0.022874	0.610000
171	0.000002	1.000000	0.022427	0.613000
172	0.000002	1.000000	0.022625	0.611000
173	0.000002	1.000000	0.022807	0.608000
174	0.000001	1.000000	0.022765	0.614000
175	0.000001	1.000000	0.022747	0.619000
176	0.000001	1.000000	0.022945	0.612000
177	0.000001	1.000000	0.022861	0.615000
178	0.000030	0.999750	0.024732	0.596000
179	0.000795	0.974000	0.024327	0.533000
180	0.000784	0.973000	0.026791	0.557000
181	0.000667	0.973250	0.024609	0.549000
182	0.000677	0.972000	0.023931	0.558000
183	0.000532	0.979000	0.024450	0.557000
184	0.000307	0.989000	0.024678	0.582000
185	0.000379	0.986750	0.024606	0.560000
186	0.000289	0.989500	0.023555	0.573000
187	0.000136	0.995500	0.023666	0.570000
188	0.000055	0.998250	0.023266	0.590000
189	0.000023	0.999500	0.023298	0.610000
190	0.000032	0.998750	0.022594	0.605000
191	0.000029	0.998750	0.023613	0.593000
192	0.000019	0.999250	0.024439	0.593000
193	0.000041	0.998000	0.024321	0.595000
194	0.000037	0.999000	0.025216	0.578000
195	0.000036	0.999250	0.023677	0.591000
196	0.000094	0.997500	0.024157	0.593000
197	0.000042	0.999000	0.024635	0.590000
198	0.000027	0.999250	0.025866	0.594000
199	0.000010	0.999750	0.024665	0.604000
200	0.000002	1.000000	0.024480	0.615000
